asset_id,relative_path,asset_name,asset_type,scientific_role,classification,source_workspace_path,source_git_branch,source_git_commit,generating_script,generation_command,config_file,input_assets,output_assets,random_seed,data_source,license_or_access_condition,dimensions_or_row_count,checksum_sha256,last_verified_date,verification_method,associated_claim_ids,associated_table_ids,associated_figure_ids,limitations,migration_decision
A0001,CLAIM_EVIDENCE_MAP.csv,CLAIM_EVIDENCE_MAP.csv,csv,"reproducibility code, configuration, test, or provenance",VERIFIED_REPRODUCIBLE,/Users/luxinyu/Desktop/论文 1/CLAIM_EVIDENCE_MAP.csv,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,historical Git workspace,Repository-owned code/provenance; license not supplied,4,47b4e8d46b04ebc864d85ba40e22cf13c0dbdb9e9e067d91da656ed2b543b1ed,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0124,data/raw/acreage/nass_acreage_harvested_soybean_2005_2025.csv,nass_acreage_harvested_soybean_2005_2025.csv,csv,raw public agricultural/economic input,REPRODUCIBLE_WITH_EXTERNAL_DOWNLOAD,/Users/luxinyu/Desktop/论文 1/data/raw/acreage/nass_acreage_harvested_soybean_2005_2025.csv,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,USDA NASS/ERS or BEA; see sidecar metadata,Public source; confirm agency terms and citation before publication,33378,e33e8092f5f2d4a070fdb5274c94902fca197936846c5cd784aafbf7741f9963,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0125,data/raw/acreage/nass_acreage_harvested_soybean_2005_2025.metadata.json,nass_acreage_harvested_soybean_2005_2025.metadata.json,json,raw public agricultural/economic input,REPRODUCIBLE_WITH_EXTERNAL_DOWNLOAD,/Users/luxinyu/Desktop/论文 1/data/raw/acreage/nass_acreage_harvested_soybean_2005_2025.metadata.json,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,USDA NASS/ERS or BEA; see sidecar metadata,Public source; confirm agency terms and citation before publication,672 bytes,f5bf94ef5e22d3d60ea60ffed8e2a224fee7e7585cafd490388b33a5a69853e6,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0126,data/raw/acreage/nass_acreage_harvested_winter_wheat_2005_2025.csv,nass_acreage_harvested_winter_wheat_2005_2025.csv,csv,raw public agricultural/economic input,REPRODUCIBLE_WITH_EXTERNAL_DOWNLOAD,/Users/luxinyu/Desktop/论文 1/data/raw/acreage/nass_acreage_harvested_winter_wheat_2005_2025.csv,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,USDA NASS/ERS or BEA; see sidecar metadata,Public source; confirm agency terms and citation before publication,29825,4cbb7ffb91158066afc2d2fbda2662d67a3d0f057bcd8771b8c805722b09117a,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0127,data/raw/acreage/nass_acreage_harvested_winter_wheat_2005_2025.metadata.json,nass_acreage_harvested_winter_wheat_2005_2025.metadata.json,json,raw public agricultural/economic input,REPRODUCIBLE_WITH_EXTERNAL_DOWNLOAD,/Users/luxinyu/Desktop/论文 1/data/raw/acreage/nass_acreage_harvested_winter_wheat_2005_2025.metadata.json,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,USDA NASS/ERS or BEA; see sidecar metadata,Public source; confirm agency terms and citation before publication,697 bytes,7607c443447959aaf60e7483900eb2e526d6fbf620e04e9cb7db5366c12c5e22,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0128,data/raw/acreage/nass_acreage_planted_barley_2005_2025.csv,nass_acreage_planted_barley_2005_2025.csv,csv,raw public agricultural/economic input,REPRODUCIBLE_WITH_EXTERNAL_DOWNLOAD,/Users/luxinyu/Desktop/论文 1/data/raw/acreage/nass_acreage_planted_barley_2005_2025.csv,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,USDA NASS/ERS or BEA; see sidecar metadata,Public source; confirm agency terms and citation before publication,5599,ff875c3537339f4c5c6b107182fe53b169a774e5caae938f7b24dd450875f61a,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0129,data/raw/acreage/nass_acreage_planted_barley_2005_2025.metadata.json,nass_acreage_planted_barley_2005_2025.metadata.json,json,raw public agricultural/economic input,REPRODUCIBLE_WITH_EXTERNAL_DOWNLOAD,/Users/luxinyu/Desktop/论文 1/data/raw/acreage/nass_acreage_planted_barley_2005_2025.metadata.json,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,USDA NASS/ERS or BEA; see sidecar metadata,Public source; confirm agency terms and citation before publication,667 bytes,b468af8613aadad700b3b0d6297c7a5c7a20e32135ceefda7259207376be5b03,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0130,data/raw/acreage/nass_acreage_planted_corn_2005_2025.csv,nass_acreage_planted_corn_2005_2025.csv,csv,raw public agricultural/economic input,REPRODUCIBLE_WITH_EXTERNAL_DOWNLOAD,/Users/luxinyu/Desktop/论文 1/data/raw/acreage/nass_acreage_planted_corn_2005_2025.csv,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,USDA NASS/ERS or BEA; see sidecar metadata,Public source; confirm agency terms and citation before publication,39854,5dbedf840b898fd5148bd09315cd217c40b4a0a4453a6d3c2bfa241a47d72700,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0131,data/raw/acreage/nass_acreage_planted_corn_2005_2025.metadata.json,nass_acreage_planted_corn_2005_2025.metadata.json,json,raw public agricultural/economic input,REPRODUCIBLE_WITH_EXTERNAL_DOWNLOAD,/Users/luxinyu/Desktop/论文 1/data/raw/acreage/nass_acreage_planted_corn_2005_2025.metadata.json,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,USDA NASS/ERS or BEA; see sidecar metadata,Public source; confirm agency terms and citation before publication,666 bytes,da13d141d7f1c7d26828376d85da9e8b96572a240cafccda719b6dac42b14f2c,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0132,data/raw/acreage/nass_acreage_planted_oats_2005_2025.csv,nass_acreage_planted_oats_2005_2025.csv,csv,raw public agricultural/economic input,REPRODUCIBLE_WITH_EXTERNAL_DOWNLOAD,/Users/luxinyu/Desktop/论文 1/data/raw/acreage/nass_acreage_planted_oats_2005_2025.csv,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,USDA NASS/ERS or BEA; see sidecar metadata,Public source; confirm agency terms and citation before publication,9890,c46c5945b4ab0425776ab3576a07669cb59aa65ae0d014922eae08438b4eb69a,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0133,data/raw/acreage/nass_acreage_planted_oats_2005_2025.metadata.json,nass_acreage_planted_oats_2005_2025.metadata.json,json,raw public agricultural/economic input,REPRODUCIBLE_WITH_EXTERNAL_DOWNLOAD,/Users/luxinyu/Desktop/论文 1/data/raw/acreage/nass_acreage_planted_oats_2005_2025.metadata.json,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,USDA NASS/ERS or BEA; see sidecar metadata,Public source; confirm agency terms and citation before publication,665 bytes,2217d0d7b65993b21ca91a2af532c631191ea7e7f87295084c38aae7fe7ae5f7,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0134,data/raw/acreage/nass_acreage_planted_soybean_2005_2025.csv,nass_acreage_planted_soybean_2005_2025.csv,csv,raw public agricultural/economic input,REPRODUCIBLE_WITH_EXTERNAL_DOWNLOAD,/Users/luxinyu/Desktop/论文 1/data/raw/acreage/nass_acreage_planted_soybean_2005_2025.csv,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,USDA NASS/ERS or BEA; see sidecar metadata,Public source; confirm agency terms and citation before publication,33383,668275bc5eb9354900f7e9c453d1c66ff82b8223a378ef713ee5614800052fe9,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0135,data/raw/acreage/nass_acreage_planted_soybean_2005_2025.metadata.json,nass_acreage_planted_soybean_2005_2025.metadata.json,json,raw public agricultural/economic input,REPRODUCIBLE_WITH_EXTERNAL_DOWNLOAD,/Users/luxinyu/Desktop/论文 1/data/raw/acreage/nass_acreage_planted_soybean_2005_2025.metadata.json,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,USDA NASS/ERS or BEA; see sidecar metadata,Public source; confirm agency terms and citation before publication,670 bytes,de567aaa09cf53065b16419de54e5a0181f5701bedc8b96f139ededcb2e831fc,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0136,data/raw/acreage/nass_acreage_planted_winter_wheat_2005_2025.csv,nass_acreage_planted_winter_wheat_2005_2025.csv,csv,raw public agricultural/economic input,REPRODUCIBLE_WITH_EXTERNAL_DOWNLOAD,/Users/luxinyu/Desktop/论文 1/data/raw/acreage/nass_acreage_planted_winter_wheat_2005_2025.csv,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,USDA NASS/ERS or BEA; see sidecar metadata,Public source; confirm agency terms and citation before publication,29928,9ef4d00f674f06161e42db6f182c00306041a523ddbfefa38ed589a2e41580ba,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0137,data/raw/acreage/nass_acreage_planted_winter_wheat_2005_2025.metadata.json,nass_acreage_planted_winter_wheat_2005_2025.metadata.json,json,raw public agricultural/economic input,REPRODUCIBLE_WITH_EXTERNAL_DOWNLOAD,/Users/luxinyu/Desktop/论文 1/data/raw/acreage/nass_acreage_planted_winter_wheat_2005_2025.metadata.json,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,USDA NASS/ERS or BEA; see sidecar metadata,Public source; confirm agency terms and citation before publication,695 bytes,be9611323b46229b19383a970ed7d1b61f1c31dcc725c5d8a96e6ebd6e39e67b,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0138,data/raw/cost/ers_costs_barley.csv,ers_costs_barley.csv,csv,raw public agricultural/economic input,REPRODUCIBLE_WITH_EXTERNAL_DOWNLOAD,/Users/luxinyu/Desktop/论文 1/data/raw/cost/ers_costs_barley.csv,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,USDA NASS/ERS or BEA; see sidecar metadata,Public source; confirm agency terms and citation before publication,3322,0a457ce5ec065ab116449f0f045ac8f5a789d7c6887a5bbcd0ce345d503ea687,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0139,data/raw/cost/ers_costs_barley.metadata.json,ers_costs_barley.metadata.json,json,raw public agricultural/economic input,REPRODUCIBLE_WITH_EXTERNAL_DOWNLOAD,/Users/luxinyu/Desktop/论文 1/data/raw/cost/ers_costs_barley.metadata.json,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,USDA NASS/ERS or BEA; see sidecar metadata,Public source; confirm agency terms and citation before publication,350 bytes,e1c0e4d4415654dd816a183b6d9f0845fa1a2c0c586d18a8e8ad77ac3c1a3957,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0140,data/raw/cost/ers_costs_corn.csv,ers_costs_corn.csv,csv,raw public agricultural/economic input,REPRODUCIBLE_WITH_EXTERNAL_DOWNLOAD,/Users/luxinyu/Desktop/论文 1/data/raw/cost/ers_costs_corn.csv,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,USDA NASS/ERS or BEA; see sidecar metadata,Public source; confirm agency terms and citation before publication,5666,107a04eb8efd4d538766429c206cb1851dc9bea2d97cc090552dc5048c21aee3,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0141,data/raw/cost/ers_costs_corn.metadata.json,ers_costs_corn.metadata.json,json,raw public agricultural/economic input,REPRODUCIBLE_WITH_EXTERNAL_DOWNLOAD,/Users/luxinyu/Desktop/论文 1/data/raw/cost/ers_costs_corn.metadata.json,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,USDA NASS/ERS or BEA; see sidecar metadata,Public source; confirm agency terms and citation before publication,348 bytes,323b94e305859b6f05aab22ef4e3f37ef987db3dac7f33198cc48cc6e215d047,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0142,data/raw/cost/ers_costs_oats.csv,ers_costs_oats.csv,csv,raw public agricultural/economic input,REPRODUCIBLE_WITH_EXTERNAL_DOWNLOAD,/Users/luxinyu/Desktop/论文 1/data/raw/cost/ers_costs_oats.csv,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,USDA NASS/ERS or BEA; see sidecar metadata,Public source; confirm agency terms and citation before publication,2941,ebbf9204439767da0e8af61b08238f3b6ddddc25a36b14a3a0f65173376a414e,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0143,data/raw/cost/ers_costs_oats.metadata.json,ers_costs_oats.metadata.json,json,raw public agricultural/economic input,REPRODUCIBLE_WITH_EXTERNAL_DOWNLOAD,/Users/luxinyu/Desktop/论文 1/data/raw/cost/ers_costs_oats.metadata.json,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,USDA NASS/ERS or BEA; see sidecar metadata,Public source; confirm agency terms and citation before publication,348 bytes,f6ad739d87e3ea3e4a96f0dc9a74a3f8b7ff3dd7bba8f7cedd9191cbaa73c053,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0144,data/raw/cost/ers_costs_soybean.csv,ers_costs_soybean.csv,csv,raw public agricultural/economic input,REPRODUCIBLE_WITH_EXTERNAL_DOWNLOAD,/Users/luxinyu/Desktop/论文 1/data/raw/cost/ers_costs_soybean.csv,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,USDA NASS/ERS or BEA; see sidecar metadata,Public source; confirm agency terms and citation before publication,6027,914feeb12e79cdec12cd546a50c30917047b5a143bca716401f80156dff82269,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0145,data/raw/cost/ers_costs_soybean.metadata.json,ers_costs_soybean.metadata.json,json,raw public agricultural/economic input,REPRODUCIBLE_WITH_EXTERNAL_DOWNLOAD,/Users/luxinyu/Desktop/论文 1/data/raw/cost/ers_costs_soybean.metadata.json,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,USDA NASS/ERS or BEA; see sidecar metadata,Public source; confirm agency terms and citation before publication,353 bytes,4c20cea9963556c9623a19bc0b7fa0bf52681ae44e1f1102276ad06d3f1f15e8,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0146,data/raw/cost/ers_costs_winter_wheat.csv,ers_costs_winter_wheat.csv,csv,raw public agricultural/economic input,REPRODUCIBLE_WITH_EXTERNAL_DOWNLOAD,/Users/luxinyu/Desktop/论文 1/data/raw/cost/ers_costs_winter_wheat.csv,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,USDA NASS/ERS or BEA; see sidecar metadata,Public source; confirm agency terms and citation before publication,6205,8ead5dd384ec57b7c7729d4db7344864664690a1bfcc83ae5be9afd2cf82895f,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0147,data/raw/cost/ers_costs_winter_wheat.metadata.json,ers_costs_winter_wheat.metadata.json,json,raw public agricultural/economic input,REPRODUCIBLE_WITH_EXTERNAL_DOWNLOAD,/Users/luxinyu/Desktop/论文 1/data/raw/cost/ers_costs_winter_wheat.metadata.json,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,USDA NASS/ERS or BEA; see sidecar metadata,Public source; confirm agency terms and citation before publication,350 bytes,1be19c566ed4bffcb856105e6eb915cc95647fb8782d3bbbf32b64df05f66bc7,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0148,data/raw/deflator/bea_gdpdef_annual_2008_2023.csv,bea_gdpdef_annual_2008_2023.csv,csv,raw public agricultural/economic input,REPRODUCIBLE_WITH_EXTERNAL_DOWNLOAD,/Users/luxinyu/Desktop/论文 1/data/raw/deflator/bea_gdpdef_annual_2008_2023.csv,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,USDA NASS/ERS or BEA; see sidecar metadata,Public source; confirm agency terms and citation before publication,17,d2f8aee869030b230e46126028120299c07744567a7f89f4bf4fb41d07f2f54a,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0149,data/raw/price/nass_price_barley_2005_2025.csv,nass_price_barley_2005_2025.csv,csv,raw public agricultural/economic input,REPRODUCIBLE_WITH_EXTERNAL_DOWNLOAD,/Users/luxinyu/Desktop/论文 1/data/raw/price/nass_price_barley_2005_2025.csv,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,USDA NASS/ERS or BEA; see sidecar metadata,Public source; confirm agency terms and citation before publication,6774,ee3a8d084578b267e324673e30739ff272b3588a94331fc9ef5c83591b55f02c,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0150,data/raw/price/nass_price_barley_2005_2025.metadata.json,nass_price_barley_2005_2025.metadata.json,json,raw public agricultural/economic input,REPRODUCIBLE_WITH_EXTERNAL_DOWNLOAD,/Users/luxinyu/Desktop/论文 1/data/raw/price/nass_price_barley_2005_2025.metadata.json,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,USDA NASS/ERS or BEA; see sidecar metadata,Public source; confirm agency terms and citation before publication,668 bytes,05b264bec55d60745d9af27c997699900259c948d2293b01fdcb35d3721bf787,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0151,data/raw/price/nass_price_corn_2005_2025.csv,nass_price_corn_2005_2025.csv,csv,raw public agricultural/economic input,REPRODUCIBLE_WITH_EXTERNAL_DOWNLOAD,/Users/luxinyu/Desktop/论文 1/data/raw/price/nass_price_corn_2005_2025.csv,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,USDA NASS/ERS or BEA; see sidecar metadata,Public source; confirm agency terms and citation before publication,7073,1a754c966b9adf6ccdd2c646425d5a806961cf8e290c00c08beef109e7fc8804,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0152,data/raw/price/nass_price_corn_2005_2025.metadata.json,nass_price_corn_2005_2025.metadata.json,json,raw public agricultural/economic input,REPRODUCIBLE_WITH_EXTERNAL_DOWNLOAD,/Users/luxinyu/Desktop/论文 1/data/raw/price/nass_price_corn_2005_2025.metadata.json,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,USDA NASS/ERS or BEA; see sidecar metadata,Public source; confirm agency terms and citation before publication,666 bytes,d6608a476999925e5688cfc027b43e9056919608870645e42192b6bb2223718d,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0153,data/raw/price/nass_price_oats_2005_2025.csv,nass_price_oats_2005_2025.csv,csv,raw public agricultural/economic input,REPRODUCIBLE_WITH_EXTERNAL_DOWNLOAD,/Users/luxinyu/Desktop/论文 1/data/raw/price/nass_price_oats_2005_2025.csv,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,USDA NASS/ERS or BEA; see sidecar metadata,Public source; confirm agency terms and citation before publication,3734,111b74858430b351a5d02d6b516e017bb684d211435f24eb5c780cb7bdd08c23,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0154,data/raw/price/nass_price_oats_2005_2025.metadata.json,nass_price_oats_2005_2025.metadata.json,json,raw public agricultural/economic input,REPRODUCIBLE_WITH_EXTERNAL_DOWNLOAD,/Users/luxinyu/Desktop/论文 1/data/raw/price/nass_price_oats_2005_2025.metadata.json,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,USDA NASS/ERS or BEA; see sidecar metadata,Public source; confirm agency terms and citation before publication,665 bytes,ce4bb76e6805011673b07dc06ea1e7d018b8e9869a6c54ee65bf8a7fdb145655,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0155,data/raw/price/nass_price_soybean_2005_2025.csv,nass_price_soybean_2005_2025.csv,csv,raw public agricultural/economic input,REPRODUCIBLE_WITH_EXTERNAL_DOWNLOAD,/Users/luxinyu/Desktop/论文 1/data/raw/price/nass_price_soybean_2005_2025.csv,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,USDA NASS/ERS or BEA; see sidecar metadata,Public source; confirm agency terms and citation before publication,5254,79f979827c052f45e2f9dfece5b5fed88046ce8131b7094360dcecbcf05c4140,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0156,data/raw/price/nass_price_soybean_2005_2025.metadata.json,nass_price_soybean_2005_2025.metadata.json,json,raw public agricultural/economic input,REPRODUCIBLE_WITH_EXTERNAL_DOWNLOAD,/Users/luxinyu/Desktop/论文 1/data/raw/price/nass_price_soybean_2005_2025.metadata.json,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,USDA NASS/ERS or BEA; see sidecar metadata,Public source; confirm agency terms and citation before publication,669 bytes,56f3396154050552e361f2bb5769fd90922509be44bc7b969b9cbafdcabbe75a,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0157,data/raw/price/nass_price_winter_wheat_2005_2025.csv,nass_price_winter_wheat_2005_2025.csv,csv,raw public agricultural/economic input,REPRODUCIBLE_WITH_EXTERNAL_DOWNLOAD,/Users/luxinyu/Desktop/论文 1/data/raw/price/nass_price_winter_wheat_2005_2025.csv,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,USDA NASS/ERS or BEA; see sidecar metadata,Public source; confirm agency terms and citation before publication,5805,4a8b5959be663e74dbea288db6e85b0fed28692acfc02769df87f1e10a24b72a,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0158,data/raw/price/nass_price_winter_wheat_2005_2025.metadata.json,nass_price_winter_wheat_2005_2025.metadata.json,json,raw public agricultural/economic input,REPRODUCIBLE_WITH_EXTERNAL_DOWNLOAD,/Users/luxinyu/Desktop/论文 1/data/raw/price/nass_price_winter_wheat_2005_2025.metadata.json,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,USDA NASS/ERS or BEA; see sidecar metadata,Public source; confirm agency terms and citation before publication,695 bytes,e96211be0c7932aa64cf12cff45bdc230bc020814ff0f6d5fe80d94ad8cb35ef,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0159,data/raw/yield/nass_yield_barley_2005_2025.csv,nass_yield_barley_2005_2025.csv,csv,raw public agricultural/economic input,REPRODUCIBLE_WITH_EXTERNAL_DOWNLOAD,/Users/luxinyu/Desktop/论文 1/data/raw/yield/nass_yield_barley_2005_2025.csv,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,USDA NASS/ERS or BEA; see sidecar metadata,Public source; confirm agency terms and citation before publication,5594,400ffe1c658e2b95897bfa60709e157e6a9bc4a0d7a86afeaee37b52dbe9b679,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
A0160,data/raw/yield/nass_yield_barley_2005_2025.metadata.json,nass_yield_barley_2005_2025.metadata.json,json,raw public agricultural/economic input,REPRODUCIBLE_WITH_EXTERNAL_DOWNLOAD,/Users/luxinyu/Desktop/论文 1/data/raw/yield/nass_yield_barley_2005_2025.metadata.json,codex/final-crop-ranking-paper,8da55744bfa3cb73ffae89d59c9282e4737ff792,,copied byte-for-byte from source,,,,,USDA NASS/ERS or BEA; see sidecar metadata,Public source; confirm agency terms and citation before publication,660 bytes,c5ac8716ec7b812db5efe8d7d0e3d11c34d5cc9b03886fadd6eda872baf0a193,2026-07-18,selected tests + checksum + static scan,,,,Uncommitted source tree captured; no historical manuscript claim is verified by migration alone,COPIED_CANONICAL
